
 0.10   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1   5.1
14.10  62.9  53.2  53.0  79.8  74.0  66.4  57.3  89.2  87.7
14.20  64.0  53.0  54.1  81.0  75.6  69.1  59.5  90.4  87.7
14.30  65.7  52.8  56.1  82.5  77.3  71.2  63.1 101.4  99.1
14.40  66.6  52.7  57.4  84.1  78.9  73.5  66.2 108.9 107.9
14.50  67.6  52.7  58.9  85.1  80.7  75.3  69.1  71.9  97.6
14.60  68.6  52.6  61.0  86.6  82.8  77.8  71.7  60.7  81.2
14.70  70.2  52.8  62.3  88.3  84.5  80.5  74.6  55.9  74.4
14.80  71.3  53.4  63.8  89.3  86.4  82.8  78.0  55.8  72.1
14.90  72.2  55.3  65.7  90.7  87.9  85.0  80.9  57.2  72.4
15.00  73.2  56.6  67.1  90.9  89.2  87.1  83.9  59.7  75.1
15.10  74.2  58.4  68.1  91.0  91.0  89.1  86.6  62.5  78.3
15.20  75.6  59.6  69.9  72.9  91.0  90.7  89.2  66.8  81.9
15.30  76.8  61.1  71.8  61.8  83.8  90.8  91.1  70.7  86.1
15.40  77.8  62.6  73.0  58.6  66.0  98.9  90.8  74.4  88.2
15.50  78.7  63.8  74.2  55.9  57.2  77.1  91.1  78.1  92.2
15.60  79.7  65.0  75.5  54.2  55.7  58.6  90.7  82.0 101.0
15.70  80.6  66.7  76.5  52.6  54.6  56.1  90.9  85.5  92.4
15.80  81.4  68.0  78.0  53.4  53.2  55.6  85.5  89.5  81.2
15.90  82.5  69.0  79.5  52.4  53.4  52.8  74.3  90.4  75.4
16.00  83.4  70.3  80.9  53.4  53.3  52.7  58.6 101.4  71.7
16.10  84.3  72.0  82.4  54.1  53.1  54.0  59.3 103.6  73.0
16.20  85.2  73.1  83.6  56.2  54.8  55.7  56.1  71.9  75.1
16.30  86.1  74.2  84.8  57.5  56.1  58.7  55.1  58.0  77.7
16.40  87.0  75.1  86.1  60.2  59.0  60.9  56.6  56.5  80.9
16.50  87.9  76.4  87.1  61.9  60.7  63.6  59.2  55.3  84.6
16.60  88.9  77.4  88.6  63.0  63.0  66.7  61.4  57.9  87.2
16.70  89.9  78.8  89.4  65.8  65.6  69.1  64.8  59.5 101.5
16.80  90.7  80.1  90.9  67.1  67.2  71.2  68.4  63.5 114.7
16.90  91.6  81.3  91.2  68.6  69.1  73.6  71.3  67.5 128.7
17.00  91.9  82.4  91.4  70.3  71.1  75.5  74.0  71.0  97.9
17.10  91.9  83.5  91.6  72.2  73.4  78.3  77.1  74.6  80.7
17.20  84.4  84.6  91.7  74.2  75.4  80.7  79.8  78.4  69.1
17.30  73.4  85.6  91.8  75.6  77.2  82.9  82.3  82.3  68.4
17.40  54.2  86.6  84.3  76.8  78.9  85.2  85.4  86.0  69.5
17.50  53.6  87.7  61.6  78.4  80.5  87.4  87.9  89.7  71.5
17.60  52.6  88.8  55.7  79.9  82.2  89.3  91.0  90.4  74.7
17.70  52.6  89.8  56.3  81.0  83.9  90.9  91.1 101.4  78.3
17.80  52.5  90.7  54.9  82.5  85.7  90.9  91.2  91.3  82.4
17.90  52.4  91.1  52.7  84.1  87.5  99.0  74.4  71.9  86.7
18.00  52.5  91.7  52.6  85.2  88.8  69.0  63.0  57.0  88.1
18.10  52.5  93.4  52.8  86.6  90.8  58.6  58.8  56.5 101.5
18.20  52.5  66.5  52.5  88.3  90.8  55.7  55.5  55.9 118.3
